,bill_id,status,state,state_id,bill_number,bill_type,bill_type_id,body,body_id,current_body,current_body_id,title,description
162,1733754,1,MA,21,S926,B,1,S,52,S,52,Relative to fentanyl test strips,For legislation relative to fentanyl test strips. The Judiciary.
163,1736322,1,MA,21,S81,B,1,S,52,S,52,Requiring licensure for use of graduated electronic decelerators,"For legislation relative to licensure for the use of graduated electronic decelerators to alter behavior of persons with disabilities. Children, Families and Persons with Disabilities."
164,1880523,1,MA,21,S2772,B,1,S,52,S,52,Relative to the use of green lights for municipal emergency management vehicles,"For legislation relative to the use of green lights for municipal emergency management vehicles, report the accompanying bill (Senate, No. 2772)."
165,1735955,1,MA,21,S1902,B,1,S,52,S,52,Relative to adopting the new market tax credits program for Massachusetts,For legislation to adopt the new market tax credits program for Massachusetts. Revenue.
166,1830569,1,MA,21,S2571,B,1,S,52,S,52,Empowering municipalities and local governments,Empowering municipalities and local governments
167,1884259,1,MA,21,H4839,B,1,H,51,H,51,Authorizing the commissioner of Capital Asset Management and Maintenance to convey a certain parcel of land in the town of Tewksbury,Authorizing the commissioner of Capital Asset Management and Maintenance to convey a certain parcel of land in the town of Tewksbury
168,1739379,1,MA,21,H1809,B,1,H,51,H,51,Prohibiting electronic tracking of motor vehicles,For legislation to further regulate the tracking of motor vehicles. The Judiciary.
169,1779412,1,MA,21,S2449,B,1,S,52,S,52,Relative to property rights,"Relative to property rights (Senate, No. 2430); reports, recommending that the same ought to pass with an amendment substituting a new draft, with the same title (Senate, No. 2449)."
170,1768594,1,MA,21,H3873,B,1,H,51,H,51,Establishing the Massachusetts social housing program,Relative to the development of mixed income social housing to be administered by the Massachusetts Housing Finance Authority. Housing.
171,1742157,1,MA,21,H3450,B,1,H,51,H,51,Relative to the creation of a maritime division within the department of transportation,For legislation to authorize the Massachusetts Department of Transportation to establish a maritime division within said department. Transportation.
172,1738610,1,MA,21,H689,B,1,H,51,H,51,Relative to campaign finance reform,Relative to campaign contributions for the benefit of elected political committees or non-elected political committees organized on behalf of a political party. Election Laws.
173,1736302,1,MA,21,S181,B,1,S,52,S,52,Relative to the types of identification allowed to purchase alcohol,For legislation relative to the types of identification allowed to purchase alcohol. Consumer Protection and Professional Licensure.
174,1740258,1,MA,21,H1596,B,1,H,51,H,51,Relative to protection of a deceased family member against foreclosure and other civil action,Relative to protection of deceased family members against foreclosure and other civil action. The Judiciary.
175,1740615,1,MA,21,H2956,B,1,H,51,H,51,Relative to conservation restrictions,Relative to taxation for certain land subject to conservation restrictions. Revenue.
176,1737232,1,MA,21,S1574,B,1,S,52,S,52,Relative to disclosures and the prevention of domestic violence,For legislation relative to disclosures and the prevention of domestic violence. Public Safety and Homeland Security.
177,1872921,1,MA,21,H4543,B,1,H,51,H,51,Relative to a just transition to clean energy,Relative to a just transition to clean energy
178,1738793,1,MA,21,H931,B,1,H,51,H,51,Relative to an investigation to review flood insurance rates,Relative to flood insurance rates. Financial Services.
179,1739112,1,MA,21,H927,B,1,H,51,H,51,Relative to colon cancer screening,Relative to colon cancer screening. Financial Services.
180,1781183,4,MA,21,H4144,B,1,H,51,H,51,Establishing a sick leave bank for Corinne Senna,"For legislation to establish a sick leave bank for Corinne Senna, an employee of the Trial Court. The Judiciary."
181,1736042,1,MA,21,S1325,B,1,S,52,S,52,Relative to local opt-in for permanent outdoor dining,For legislation relative to local opt-in for permanent outdoor dining. Municipalities and Regional Government.
182,1741327,1,MA,21,H3220,B,1,H,51,H,51,Relative to advanced metering infrastructure in the Commonwealth,"Relative to advanced metering infrastructure. Telecommunications, Utilities and Energy."
183,1738061,1,MA,21,H1102,B,1,H,51,H,51,Eliminate penalty charges when canceling auto insurance,For legislation to eliminate penalty charges when cancelling motor vehicle insurance policies. Financial Services.
184,1864218,2,MA,21,H4462,B,1,H,51,H,51,Providing for state financial interests flexibility,Providing for state financial interests flexibility
185,1757809,1,MA,21,H3798,B,1,H,51,H,51,Relative to the sale of electric vehicles,"Relative to electric vehicle charging and fueling. Telecommunications, Utilities and Energy."
186,1850821,1,MA,21,H4409,B,1,H,51,H,51,Relative to vertical integration of medical marijuana businesses,Relative to vertical integration of medical marijuana businesses
187,1750880,1,MA,21,H3566,B,1,H,51,H,51,To ensure LLC transparency,Relative to limited liability companies. Economic Development and Emerging Technologies.
188,1740800,1,MA,21,H2909,B,1,H,51,H,51,Preventing high-income tax avoidance,For legislation to require certain married couples to submit joint income tax returns. Revenue.
189,1739019,1,MA,21,H1207,B,1,H,51,H,51,Prohibiting surprise outside billing,For legislation to establish a special commission (including members of the General Court) to consider and evaluate the efficacy of policies that require hospitals and other health care providers to sell bundled packages of services that include fees for all relevant physicians. Health Care Financing.
190,1844579,1,MA,21,H4363,B,1,H,51,H,51,Relative to Gardner District Court,Relative to Gardner District Court
191,1877938,4,MA,21,H4639,B,1,H,51,H,51,Regarding the appointment of officials and employees of the town of Andover,Relative to the appointment of officials and employees of the town of Andover. Municipalities and Regional Government. [Local Approval Received.]
192,1879516,1,MA,21,S2789,B,1,S,52,S,52,"Order relative to authorizing the joint committee on Mental Health, Substance Use and Recovery to make an investigation and study of a certain current Senate documents relative to the mental health of children in schools.","For legislation relative to the mental health of children in schools, report the accompanying Order (Senate, No. 2789)."
193,1870294,1,MA,21,H4518,B,1,H,51,H,51,Study Order,"Relative to authorizing the committee on Public Service to make an investigation and study of certain House documents concerning pensions, collective bargaining, spousal benefits and other public service issues"
194,1738708,1,MA,21,H1124,B,1,H,51,H,51,Relative to dental insurance assignment of benefits,Relative to dental insurance assignment of benefits. Financial Services.
195,1742041,1,MA,21,H1682,B,1,H,51,H,51,Relative to summary process and rental assistance,Relative to summary process and rental assistance. The Judiciary.
196,1741560,1,MA,21,H1922,B,1,H,51,H,51,Relative to non-fault unemployment insurance overpayments,Relative to non-fault unemployment insurance overpayments. Labor and Workforce Development.
197,1736760,1,MA,21,S1050,B,1,S,52,S,52,Creating reparations for the descendants of American slavery and piloting universal basic income,For legislation to create reparations for the descendants of American slavery and piloting universal basic income. The Judiciary.
198,1841312,1,MA,21,H4333,B,1,H,51,H,51,Similar Bills,Similar Bills
199,1739831,1,MA,21,H2161,B,1,H,51,H,51,Governing not for profit hospital system or service operating an ambulance service,For legislation to further regulate emergency or non-emergent medical transport services. Public Health.
200,1875802,1,MA,21,S2753,B,1,S,52,S,52,Order relative to authorizing the joint committee on the Judiciary to make an investigation and study of certain current Senate documents relative to judicial matters.,"For legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislationfor legislation relative to pre-adjudication credit for juvenile offenders, report the accompanying Order (Senate, No. 2753)."
201,1740845,1,MA,21,H2882,B,1,H,51,H,51,Promoting housing affordability through tax relief,Relative to promoting housing affordability through tax relief. Revenue.
202,1736458,1,MA,21,S79,B,1,S,52,S,52,To establish a Massachusetts children’s cabinet,"For legislation to establish a Massachusetts children’s cabinet. Children, Families and Persons with Disabilities."
203,1736965,1,MA,21,S1798,B,1,S,52,S,52,To reduce poverty by expanding the EITC and the child and family tax credit,For legislation to improve the earned income credit for healthier families. Revenue.
204,1737495,1,MA,21,H831,B,1,H,51,H,51,Relative to DCR retained revenue,Relative to Department of Conservation and Recreation retained revenue. Environment and Natural Resources.
205,1742086,1,MA,21,H1647,B,1,H,51,H,51,Relative to fires and explosions,Relative to the penalties for causing fires and explosions. The Judiciary.
206,1738766,1,MA,21,H1502,B,1,H,51,H,51,To encourage quality reviews and reduce costs in health care,For legislation to encourage quality reviews and reduce costs in health care. The Judiciary.
207,1736500,1,MA,21,S1156,B,1,S,52,S,52,Protecting an employee's right to rebuttal of personnel records,For legislation to protect an employee's right to rebuttal of personnel records. Labor and Workforce Development.
208,1738689,1,MA,21,H1016,B,1,H,51,H,51,To enact pharmacy benefit manager duties,Relative to pharmacy benefit managers and the processing and payment of claims for prescription drugs. Financial Services.
209,1736169,1,MA,21,S2065,B,1,S,52,S,52,Promoting governmental efficiency,For legislation to promote governmental efficiency. State Administration and Regulatory Oversight.
